,address,city,country,name,province,reviews.date,reviews.text,reviews.title,reviews.username,lang,translated_text
23176,121 E Arrellaga St,Santa Barbara,US,Simpson House Inn,CA,4/17/2014,"Incredible stay! What a wonderful experience! The staff, grounds, room, food and attention to detail were outstanding in every way, we will most definitely be staying here again...and soon! Can't recommend the Simpson House enough...",Weekday get away,A Traveler,en,"Incredible stay! What a wonderful experience! The staff, grounds, room, food and attention to detail were outstanding in every way, we will most definitely be staying here again...and soon! Can't recommend the Simpson House enough..."
23178,121 E Arrellaga St,Santa Barbara,US,Simpson House Inn,CA,2/7/2016,Rare place. Where do I select 6 stars rating,Rare place. Stay here with someone you love.,Gregory n,en,Rare place. Where do I select 6 stars rating
23179,121 E Arrellaga St,Santa Barbara,US,Simpson House Inn,CA,1/10/2014,2 days of relaxation in this beautifully kept private location close to everything,peaceful relaxing well-located and great service,Ann,en,2 days of relaxation in this beautifully kept private location close to everything
23182,121 E Arrellaga St,Santa Barbara,US,Simpson House Inn,CA,9/16/2015,"We've been to the Simpson's House quite a number of times, it sets a very high standard and we always compare any other getaway place with it. The staff is wonderful, very friendly and helpful with recommendations for places to visit, booking dinner reservations and special requests. On our recent visit they prepared picnics for us for a beach day... More",A jewel,R S,en,"We've been to the Simpson's House quite a number of times, it sets a very high standard and we always compare any other getaway place with it. The staff is wonderful, very friendly and helpful with recommendations for places to visit, booking dinner reservations and special requests. On our recent visit they prepared picnics for us for a beach day... More"
23196,121 E Arrellaga St,Santa Barbara,US,Simpson House Inn,CA,6/15/2015,"My wife and I recently celebrated my 75th birthday at the Simpson House. This was our 3rd visit. The things we like most are the incredible setting, first class accommodations, attention to detail, and the staff that goes out of their way to be friendly and helpful, but not intrusive. It is really hard to leave. We think we'll make... More",An outstanding BB in all respects,cbmaunz,en,"My wife and I recently celebrated my 75th birthday at the Simpson House. This was our 3rd visit. The things we like most are the incredible setting, first class accommodations, attention to detail, and the staff that goes out of their way to be friendly and helpful, but not intrusive. It is really hard to leave. We think we'll make... More"
23300,1657 Cambridge St,Cambridge,US,A Bed & Breakfast In Cambridge,MA,7/20/2015,"Clean, comfort and neat. A little worry about the bathroom, because there is only one and no lock, which is shared by at least 4 customers.",Nice hotel close to harvard,apple,en,"Clean, comfort and neat. A little worry about the bathroom, because there is only one and no lock, which is shared by at least 4 customers."
23316,1657 Cambridge St,Cambridge,US,A Bed & Breakfast In Cambridge,MA,9/7/2013,I had a great time here during my stay in September. Byron was very helpful and made sure that our stay was as good as it was. The breakfast was great. I would definitely recommend this to anyone looking for a place in Cambridge or Boston area. The public transit is also very good making it easy to get around... More,Great Stay,Joseph B,en,I had a great time here during my stay in September. Byron was very helpful and made sure that our stay was as good as it was. The breakfast was great. I would definitely recommend this to anyone looking for a place in Cambridge or Boston area. The public transit is also very good making it easy to get around... More
23329,1657 Cambridge St,Cambridge,US,A Bed & Breakfast In Cambridge,MA,8/28/2014,"I booked this BB based on the great reviews and got seriously disappointed. The standard has obviously dropped since those reviews were written. The place was not clean, beds uncomfortable, bathroom not cleaned regularly. The towels were not changed in 5 days. This could be a great place because of the location (few minutes to Harvard Square) but because of... More","Low standard, overpriced, good location",Izabela L,en,"I booked this BB based on the great reviews and got seriously disappointed. The standard has obviously dropped since those reviews were written. The place was not clean, beds uncomfortable, bathroom not cleaned regularly. The towels were not changed in 5 days. This could be a great place because of the location (few minutes to Harvard Square) but because of... More"
23337,1657 Cambridge St,Cambridge,US,A Bed & Breakfast In Cambridge,MA,9/18/2015,"Share bathroom with others. Kinda noisy. However, the staff will cook for you every morning. It's an awesome experience. 5 min walk from Harvard campus.",Overall not bad,A Traveler,en,"Share bathroom with others. Kinda noisy. However, the staff will cook for you every morning. It's an awesome experience. 5 min walk from Harvard campus."
23342,1657 Cambridge St,Cambridge,US,A Bed & Breakfast In Cambridge,MA,9/10/2015,"This hard to find BB is hard to find, but very conveniently located. What the owners lack on care for the property, Byron, the housekeeper, makes up in kindness: he keeps the place alive and well functioning, entertains with wonderful conversations, and cooks masterful breakfast.",Not for the picky travellers...,ORLANDO,en,"This hard to find BB is hard to find, but very conveniently located. What the owners lack on care for the property, Byron, the housekeeper, makes up in kindness: he keeps the place alive and well functioning, entertains with wonderful conversations, and cooks masterful breakfast."
23400,323 Route 52 (kennett Pike),Mendenhall,US,Inn At Mendenhall,PA,6/26/2016,"The Inn was perfect, well located with spacious rooms and a nice breakfast. We enjoyed the bar before going out for dinner but next time will try the restaurant which was attractive with a good menu.",A delightful couple days in the Brandywine Valley.,,en,"The Inn was perfect, well located with spacious rooms and a nice breakfast. We enjoyed the bar before going out for dinner but next time will try the restaurant which was attractive with a good menu."
23412,323 Route 52 (kennett Pike),Mendenhall,US,Inn At Mendenhall,PA,5/16/2015,"This was a great hotel in an excellent location for sightseeing. The restaurant had a very good steak and seafood special the night we stayed with a choice of crab cakes, lobster tail or oysters to accompany your filet. The breakfast buffet, which is included, was great with lots of hot and cold options and different coffee beverages. There wasn't much of a view, but we didn't plan to spend that much time in our room, though it was very clean and had all the necessary amenities. The staff was polite and helpful and everyone we came in contact with was friendly. It was located on a scenic highway and I'll never forget all the beautiful stone houses and yards.",Near Longwood Gardens,Eve,en,"This was a great hotel in an excellent location for sightseeing. The restaurant had a very good steak and seafood special the night we stayed with a choice of crab cakes, lobster tail or oysters to accompany your filet. The breakfast buffet, which is included, was great with lots of hot and cold options and different coffee beverages. There wasn't much of a view, but we didn't plan to spend that much time in our room, though it was very clean and had all the necessary amenities. The staff was polite and helpful and everyone we came in contact with was friendly. It was located on a scenic highway and I'll never forget all the beautiful stone houses and yards."
