"","X","address","city","country","name","province","reviews.date","reviews.text","reviews.title","reviews.username","lang","translated_text","cleaned_text","ratings_tf","rating"
"1117",29618,"142 Oak Ct","Slidell","US","Sleep Inn Slidell","LA","3/11/2014","A friend and I stayed here for 4 nights. We decided to stay outside of new orleans due to the price and was very satisfied with everything. The room was nice and clean, shower was awesome, and while the breakfast isn't anything fancy it still was pretty good. Would definitely stay here again!","A great hotel!","A Traveler","en","A friend and I stayed here for 4 nights. We decided to stay outside of new orleans due to the price and was very satisfied with everything. The room was nice and clean, shower was awesome, and while the breakfast isn't anything fancy it still was pretty good. Would definitely stay here again!"," friend stay night decide stay outside new orleans due price satisfy everything room nice clean shower awesome breakfast isnt anything fancy still pretty good definitely stay ",3,5
"1118",29633,"142 Oak Ct","Slidell","US","Sleep Inn Slidell","LA","3/5/2016","Hotel good in general and contents of Breakfast buffet good but Breakfast area far to small for number of guests","Breakfast area to small","Anthony","en","Hotel good in general and contents of Breakfast buffet good but Breakfast area far to small for number of guests","hotel good general content breakfast buffet good breakfast area far small numb guest",1,3
"1119",29683,"100 S 4th St","Huntingdon","US","Comfort Inn Huntingdon","PA","11/25/2013","Great room , breakfast, service.","Great","A Traveler","en","Great room , breakfast, service.","great room breakfast service",3,3
"1120",29684,"100 S 4th St","Huntingdon","US","Comfort Inn Huntingdon","PA","4/2/2016","bathroom toilet seat wiggled, my wife sat on it and wrenched her back and it is still sore today! No light bulb in desk lamp.","Toilet seat wiggles","A Traveler","en","bathroom toilet seat wiggled, my wife sat on it and wrenched her back and it is still sore today! No light bulb in desk lamp.","bathroom toilet seat wiggle wife sit wrench back still sore today light bulb desk lamp",3,1
"1121",29696,"100 S 4th St","Huntingdon","US","Comfort Inn Huntingdon","PA","9/15/2014","Nice hotel, great price and the staff were excellent","Excellent except train whistle at night","A Traveler","en","Nice hotel, great price and the staff were excellent","nice hotel great price staff excellent",3,3
"1122",29705,"100 S 4th St","Huntingdon","US","Comfort Inn Huntingdon","PA","8/16/2014","Stayed 3 nights. The bed was comfortable. People had complained about the train in other reviews. I heard it but it wasn't something that kept me up or woke me up. I plan on going back next year to the Penn State AG Progress days. I will stay at the comfort inn again. My only complaint was that there were smoking rooms on my floor and could smell it when I walked into the hallway.","Big room, clean, great breakfast!","A Traveler","en","Stayed 3 nights. The bed was comfortable. People had complained about the train in other reviews. I heard it but it wasn't something that kept me up or woke me up. I plan on going back next year to the Penn State AG Progress days. I will stay at the comfort inn again. My only complaint was that there were smoking rooms on my floor and could smell it when I walked into the hallway.","stay night bed comfortable people complain train review hear wasnt something keep wake plan go back next year penn state ag progress day will stay comfort inn complaint smoke room floor can smell walk hallway",1,2
"1123",29724,"100 S 4th St","Huntingdon","US","Comfort Inn Huntingdon","PA","10/17/2015","We were here 2 nights for our daugther's school parents weekend. Hotel is clean, the staffs are very nice and helpfull. Free breakfast was a nice touch, food was good and fresh. Plenty of parking for all hotel guess. Room size is nice and big. Only a few cosmetic damages. Will stay again in the future.","Good place to stay","chino36","en","We were here 2 nights for our daugther's school parents weekend. Hotel is clean, the staffs are very nice and helpfull. Free breakfast was a nice touch, food was good and fresh. Plenty of parking for all hotel guess. Room size is nice and big. Only a few cosmetic damages. Will stay again in the future."," night daugthers school parent weekend hotel clean staff nice helpfull free breakfast nice touch food good fresh plenty park hotel guess room size nice big cosmetic damage will stay future",1,4
"1124",29726,"100 S 4th St","Huntingdon","US","Comfort Inn Huntingdon","PA","8/3/2016","Nice place to stay . Very convenient to restraints and general shopping","Nice place to stay . Convenient to restraints and","A Traveler","en","Nice place to stay . Very convenient to restraints and general shopping","nice place stay convenient restraint general shop",3,4
"1125",29764,"23702 Rockfield Blvd","Lake Forest","US","Quality Inn and Suites Irvine Spectrum","CA","1/22/2016","The staff was amazing and friendly","Good Value but Dated","jackie","en","The staff was amazing and friendly"," staff amaze friendly",3,3
"1126",29791,"23702 Rockfield Blvd","Lake Forest","US","Quality Inn and Suites Irvine Spectrum","CA","12/17/2015","That was horrible experience , I wish I could have stayed other place at that night , but the receptionist said I can't get refund !","Convenience","Soheil","en","That was horrible experience , I wish I could have stayed other place at that night , but the receptionist said I can't get refund !"," horrible experience wish can stay place night receptionist say cant get refund",1,1
